"geographicAreaM49","measuredElementSuaFbs","measuredItemFbsSua","timePointYears","Value","flagObservationStatus"
"894","5113","0111","2013",27000,"T"
"894","5113","0111","2012",36000,"T"
"894","5113","0111","2011",20000,"T"
"894","5113","0111","2010",33000,"T"
"894","5510","0111","2013",273584,""
"894","5510","0111","2012",253522,""
"894","5510","0111","2011",237332,""
"894","5510","0111","2010",172256,""
"894","5610","0111","2013",14,"T"
"894","5610","0111","2012",30,""
"894","5610","0111","2011",16119,""
"894","5610","0111","2010",4,"T"
"894","5071","0111","2013",44000,"T"
"894","5071","0111","2012",-9000,"T"
"894","5071","0111","2011",16000,"T"
"894","5071","0111","2010",-13000,"T"
"894","5910","0111","2013",1784,""
"894","5910","0111","2012",90,""
"894","5910","0111","2011",0,""
"894","5910","0111","2010",3016,""
"894","5520","0111","2013",0,"E"
"894","5520","0111","2012",1429.273511,"E"
"894","5520","0111","2011",696.182898,"E"
"894","5520","0111","2010",1125.754613,"E"
"894","5525","0111","2013",2961.173437,"E"
"894","5525","0111","2012",2744.029666,"E"
"894","5525","0111","2011",2568.79501,"E"
"894","5525","0111","2010",1864.43612,"E"
"894","5016","0111","2013",5605.293333,"E"
"894","5016","0111","2012",5194.604256,"E"
"894","5016","0111","2011",5192.535035,"E"
"894","5016","0111","2010",3529.147982,"E"
"894","5023","0111","2013",219611.01292,"E"
"894","5023","0111","2012",253094.092567,"E"
"894","5023","0111","2011",228993.487057,"E"
"894","5023","0111","2010",175724.661285,"E"
"894","5166","0111","2013",-363,"I"
"894","5510","23110","2013",175688.81,"I"
"894","5510","23110","2012",202475.27,"I"
"894","5510","23110","2011",183194.79,"I"
"894","5510","23110","2010",140579.73,"I"
"894","5610","23110","2013",63,""
"894","5610","23110","2012",19352,""
"894","5610","23110","2011",224,""
"894","5610","23110","2010",115,"T"
"894","5910","23110","2013",55071,""
"894","5910","23110","2012",49834,""
"894","5910","23110","2011",45073,""
"894","5910","23110","2010",43705,""
"894","5023","23110","2013",35000,"E"
"894","5023","23110","2012",29500,"E"
"894","5023","23110","2011",18500,"E"
"894","5023","23110","2010",3500,"E"
"894","5141","23110","2013",85680.81,"E"
"894","5141","23110","2012",142493.27,"E"
"894","5141","23110","2011",119845.79,"E"
"894","5141","23110","2010",93489.73,"E"
"894","261","23110","2013",295598.7945,"T"
"894","261","23110","2012",491601.7815,"T"
"894","261","23110","2011",413467.9755,"T"
"894","261","23110","2010",322539.5685,"T"
"894","271","23110","2013",9339.20829,"T"
"894","271","23110","2012",15531.76643,"T"
"894","271","23110","2011",13063.19111,"T"
"894","271","23110","2010",10190.38057,"T"
"894","281","23110","2013",1370.89296,"T"
"894","281","23110","2012",2279.89232,"T"
"894","281","23110","2011",1917.53264,"T"
"894","281","23110","2010",1495.83568,"T"
"894","664","23110","2013",53.157925,"T"
"894","664","23110","2012",91.345231,"T"
"894","664","23110","2011",79.405842,"T"
"894","664","23110","2010",64.0708,"T"
"894","674","23110","2013",1.679482,"T"
"894","674","23110","2012",2.88598,"T"
"894","674","23110","2011",2.508764,"T"
"894","674","23110","2010",2.024266,"T"
"894","684","23110","2013",0.24653,"T"
"894","684","23110","2012",0.42363,"T"
"894","684","23110","2011",0.368259,"T"
"894","684","23110","2010",0.29714,"T"
"894","665","23110","2013",15.408094,"T"
"894","665","23110","2012",26.476879,"T"
"894","665","23110","2011",23.016186,"T"
"894","665","23110","2010",18.571246,"T"
"894","5510","39120.01","2013",32941.65,"I"
"894","5510","39120.01","2012",37964.11,"I"
"894","5510","39120.01","2011",34349.02,"I"
"894","5510","39120.01","2010",26358.7,"I"
"894","5610","39120.01","2013",7,""
"894","5610","39120.01","2012",284,""
"894","5610","39120.01","2011",8,""
"894","5610","39120.01","2010",0,"M"
"894","5910","39120.01","2013",11359,"T"
"894","5910","39120.01","2012",8406,"T"
"894","5910","39120.01","2011",5059,""
"894","5910","39120.01","2010",4545,""
"894","5520","39120.01","2013",21589.65,"E"
"894","5520","39120.01","2012",29842.11,"E"
"894","5520","39120.01","2011",29298.02,"E"
"894","5520","39120.01","2010",21813.7,"E"
"894","5113","23710","2013",412.744654,"E"
"894","5113","23710","2012",0,"E"
"894","5113","23710","2011",144.961902,"E"
"894","5113","23710","2010",854.23734,"E"
"894","5510","23710","2013",0,"I"
"894","5510","23710","2012",0,"I"
"894","5510","23710","2011",0,"I"
"894","5510","23710","2010",0,"I"
"894","5610","23710","2013",1948,""
"894","5610","23710","2012",2405,""
"894","5610","23710","2011",1571,""
"894","5610","23710","2010",934,""
"894","5071","23710","2013",-39.944654,"E"
"894","5071","23710","2012",412.744654,"E"
"894","5071","23710","2011",-144.961902,"E"
"894","5071","23710","2010",-709.275438,"E"
"894","5910","23710","2013",84,"T"
"894","5910","23710","2012",10,""
"894","5910","23710","2011",1,""
"894","5910","23710","2010",7,""
"894","5141","23710","2013",1903.944654,"I"
"894","5141","23710","2012",1982.255346,"E"
"894","5141","23710","2011",1714.961902,"I"
"894","5141","23710","2010",1636.275438,"I"
"894","261","23710","2013",6682.845736,"T"
"894","261","23710","2012",6957.716264,"T"
"894","261","23710","2011",6019.516276,"T"
"894","261","23710","2010",5743.326787,"T"
"894","271","23710","2013",226.569414,"T"
"894","271","23710","2012",235.888386,"T"
"894","271","23710","2011",204.080466,"T"
"894","271","23710","2010",194.716777,"T"
"894","281","23710","2013",34.271004,"T"
"894","281","23710","2012",35.680596,"T"
"894","281","23710","2011",30.869314,"T"
"894","281","23710","2010",29.452958,"T"
"894","664","23710","2013",1.201785,"T"
"894","664","23710","2012",1.292823,"T"
"894","664","23710","2011",1.156038,"T"
"894","664","23710","2010",1.140882,"T"
"894","674","23710","2013",0.040744,"T"
"894","674","23710","2012",0.043831,"T"
"894","674","23710","2011",0.039193,"T"
"894","674","23710","2010",0.038679,"T"
"894","684","23710","2013",0.006163,"T"
"894","684","23710","2012",0.00663,"T"
"894","684","23710","2011",0.005928,"T"
"894","684","23710","2010",0.005851,"T"
"894","665","23710","2013",0.342389,"T"
"894","665","23710","2012",0.368326,"T"
"894","665","23710","2011",0.329356,"T"
"894","665","23710","2010",0.325038,"T"
"894","5510","23140.01","2013",4665.64,"I"
"894","5510","23140.01","2012",5376.98,"I"
"894","5510","23140.01","2011",4864.97,"I"
"894","5510","23140.01","2010",3733.27,"I"
"894","5610","23140.01","2013",0,""
"894","5610","23140.01","2012",0,""
"894","5610","23140.01","2011",0,""
"894","5610","23140.01","2010",0,"T"
"894","5910","23140.01","2013",0,"E"
"894","5910","23140.01","2012",0,"E"
"894","5910","23140.01","2011",0,"E"
"894","5910","23140.01","2010",0,"T"
"894","5520","23140.01","2013",4665.64,"E"
"894","5520","23140.01","2012",5376.98,"E"
"894","5520","23140.01","2011",4864.97,"E"
"894","5520","23140.01","2010",3733.27,"E"
"894","5141","23140.01","2013",0,"I"
"894","5141","23140.01","2012",0,"I"
"894","5141","23140.01","2011",0,"I"
"894","5141","23140.01","2010",0,"I"
"894","261","23140.01","2013",0,"T"
"894","261","23140.01","2012",0,"T"
"894","261","23140.01","2011",0,"T"
"894","261","23140.01","2010",0,"T"
"894","271","23140.01","2013",0,"T"
"894","271","23140.01","2012",0,"T"
"894","271","23140.01","2011",0,"T"
"894","271","23140.01","2010",0,"T"
"894","281","23140.01","2013",0,"T"
"894","281","23140.01","2012",0,"T"
"894","281","23140.01","2011",0,"T"
"894","281","23140.01","2010",0,"T"
"894","664","23140.01","2013",0,"T"
"894","664","23140.01","2012",0,"T"
"894","664","23140.01","2011",0,"T"
"894","664","23140.01","2010",0,"T"
"894","674","23140.01","2013",0,"T"
"894","674","23140.01","2012",0,"T"
"894","674","23140.01","2011",0,"T"
"894","674","23140.01","2010",0,"T"
"894","684","23140.01","2013",0,"T"
"894","684","23140.01","2012",0,"T"
"894","684","23140.01","2011",0,"T"
"894","684","23140.01","2010",0,"T"
"894","665","23140.01","2013",0,"T"
"894","665","23140.01","2012",0,"T"
"894","665","23140.01","2011",0,"T"
"894","665","23140.01","2010",0,"T"
"894","5510","F0020","2013",0,"I"
"894","5510","F0020","2012",0,"I"
"894","5510","F0020","2011",0,"I"
"894","5510","F0020","2010",0,"I"
"894","5610","F0020","2013",267,""
"894","5610","F0020","2012",214,""
"894","5610","F0020","2011",142,""
"894","5610","F0020","2010",62,""
"894","5910","F0020","2013",6,""
"894","5910","F0020","2012",1,""
"894","5910","F0020","2011",0,"T"
"894","5910","F0020","2010",1,"T"
"894","5141","F0020","2013",261,"E"
"894","5141","F0020","2012",213,"E"
"894","5141","F0020","2011",142,"E"
"894","5141","F0020","2010",61,"E"
"894","261","F0020","2013",712.53,"T"
"894","261","F0020","2012",581.49,"T"
"894","261","F0020","2011",387.66,"T"
"894","261","F0020","2010",166.53,"T"
"894","271","F0020","2013",24.012,"T"
"894","271","F0020","2012",19.596,"T"
"894","271","F0020","2011",13.064,"T"
"894","271","F0020","2010",5.612,"T"
"894","281","F0020","2013",8.874,"T"
"894","281","F0020","2012",7.242,"T"
"894","281","F0020","2011",4.828,"T"
"894","281","F0020","2010",2.074,"T"
"894","664","F0020","2013",0.128135,"T"
"894","664","F0020","2012",0.108047,"T"
"894","664","F0020","2011",0.074449,"T"
"894","664","F0020","2010",0.03308,"T"
"894","674","F0020","2013",0.004318,"T"
"894","674","F0020","2012",0.003641,"T"
"894","674","F0020","2011",0.002509,"T"
"894","674","F0020","2010",0.001115,"T"
"894","684","F0020","2013",0.001596,"T"
"894","684","F0020","2012",0.001346,"T"
"894","684","F0020","2011",0.000927,"T"
"894","684","F0020","2010",0.000412,"T"
"894","665","F0020","2013",0.046936,"T"
"894","665","F0020","2012",0.039578,"T"
"894","665","F0020","2011",0.027271,"T"
"894","665","F0020","2010",0.012117,"T"
"894","5510","23140.02","2013",0,"I"
"894","5510","23140.02","2012",0,"I"
"894","5510","23140.02","2011",0,"I"
"894","5510","23140.02","2010",0,"I"
"894","5113","F0022","2013",0,"E"
"894","5113","F0022","2012",0,"E"
"894","5113","F0022","2011",0,"E"
"894","5113","F0022","2010",0,"E"
"894","5510","F0022","2013",0,"I"
"894","5510","F0022","2012",0,"I"
"894","5510","F0022","2011",0,"I"
"894","5510","F0022","2010",0,"I"
"894","5610","F0022","2013",4080,""
"894","5610","F0022","2012",4256,""
"894","5610","F0022","2011",3517,""
"894","5610","F0022","2010",2458,""
"894","5910","F0022","2013",3865,""
"894","5910","F0022","2012",3507,"T"
"894","5910","F0022","2011",4970,""
"894","5910","F0022","2010",4896,""
"894","5141","F0022","2013",215,"E"
"894","5141","F0022","2012",749,"E"
"894","5141","F0022","2011",0,"E"
"894","5141","F0022","2010",0,"E"
"894","261","F0022","2013",842.8,"T"
"894","261","F0022","2012",2936.08,"T"
"894","261","F0022","2011",0,"T"
"894","261","F0022","2010",0,"T"
"894","271","F0022","2013",13.975,"T"
"894","271","F0022","2012",48.685,"T"
"894","271","F0022","2011",0,"T"
"894","271","F0022","2010",0,"T"
"894","281","F0022","2013",31.82,"T"
"894","281","F0022","2012",110.852,"T"
"894","281","F0022","2011",0,"T"
"894","281","F0022","2010",0,"T"
"894","664","F0022","2013",0.151562,"T"
"894","664","F0022","2012",0.545557,"T"
"894","664","F0022","2011",0,"T"
"894","664","F0022","2010",0,"T"
"894","674","F0022","2013",0.002513,"T"
"894","674","F0022","2012",0.009046,"T"
"894","674","F0022","2011",0,"T"
"894","674","F0022","2010",0,"T"
"894","684","F0022","2013",0.005722,"T"
"894","684","F0022","2012",0.020598,"T"
"894","684","F0022","2011",0,"T"
"894","684","F0022","2010",0,"T"
"894","5166","F0022","2011",-1453,"I"
"894","5166","F0022","2010",-2438,"I"
"894","665","F0022","2013",0.038664,"T"
"894","665","F0022","2012",0.139173,"T"
"894","665","F0022","2011",0,"T"
"894","665","F0022","2010",0,"T"
"894","5510","23220.01","2013",8000,"E"
"894","5510","23220.01","2012",12000,"E"
"894","5510","23220.01","2011",12000,"E"
"894","5510","23220.01","2010",0,"E"
"894","5610","23220.01","2013",0,""
"894","5610","23220.01","2012",15,""
"894","5610","23220.01","2011",13,""
"894","5610","23220.01","2010",0,"E"
"894","5910","23220.01","2013",0,"E"
"894","5910","23220.01","2012",0,"E"
"894","5910","23220.01","2011",0,"E"
"894","5910","23220.01","2010",0,"E"
"894","5165","23220.01","2013",8000,"E"
"894","5165","23220.01","2012",12015,"E"
"894","5165","23220.01","2011",12013,"E"
"894","5113","23220.02","2013",0,"E"
"894","5113","23220.02","2012",0,"E"
"894","5113","23220.02","2011",0,"E"
"894","5113","23220.02","2010",0,"E"
"894","5510","23220.02","2013",1000,"E"
"894","5510","23220.02","2012",1500,"E"
"894","5510","23220.02","2011",1500,"E"
"894","5510","23220.02","2010",0,"E"
"894","5610","23220.02","2013",15,""
"894","5610","23220.02","2012",15,""
"894","5610","23220.02","2011",13,""
"894","5610","23220.02","2010",7,""
"894","5910","23220.02","2013",0,"E"
"894","5910","23220.02","2012",0,"E"
"894","5910","23220.02","2011",0,"E"
"894","5910","23220.02","2010",0,"T"
"894","5520","23220.02","2013",1015,"E"
"894","5520","23220.02","2012",1515,"E"
"894","5520","23220.02","2011",1513,"E"
"894","5520","23220.02","2010",7,"E"
"894","5510","24230.01","2013",0,"I"
"894","5510","24230.01","2012",0,"I"
"894","5510","24230.01","2011",0,"I"
"894","5510","24230.01","2010",0,"I"
"894","5113","0113","2013",9988.800178,"E"
"894","5113","0113","2012",10405.771332,"E"
"894","5113","0113","2011",11270.124997,"E"
"894","5113","0113","2010",10992.446636,"E"
"894","5510","0113","2013",44747,""
"894","5510","0113","2012",45321,""
"894","5510","0113","2011",49410,""
"894","5510","0113","2010",51656,""
"894","5610","0113","2013",930,""
"894","5610","0113","2012",212,""
"894","5610","0113","2011",164,""
"894","5610","0113","2010",80,""
"894","5071","0113","2013",-870.800178,"E"
"894","5071","0113","2012",-416.971154,"E"
"894","5071","0113","2011",-864.353665,"E"
"894","5071","0113","2010",277.678361,"E"
"894","5910","0113","2013",87,""
"894","5910","0113","2012",1319,""
"894","5910","0113","2011",0,""
"894","5910","0113","2010",14,""
"894","5520","0113","2013",2363.206018,"I"
"894","5520","0113","2012",2047.882608,"I"
"894","5520","0113","2011",2577.799149,"I"
"894","5520","0113","2010",1557.159953,"I"
"894","5525","0113","2013",2329.614858,"E"
"894","5525","0113","2012",2359.498402,"E"
"894","5525","0113","2011",2572.379604,"E"
"894","5525","0113","2010",2689.310683,"E"
"894","5016","0113","2013",2764.088869,"E"
"894","5016","0113","2012",2755.374882,"E"
"894","5016","0113","2011",2999.91115,"E"
"894","5016","0113","2010",3130.741986,"E"
"894","5023","0113","2013",39003.890433,"E"
"894","5023","0113","2012",37468.215262,"E"
"894","5023","0113","2011",42288.263762,"E"
"894","5023","0113","2010",44067.109017,"E"
"894","5510","23162","2013",0,"I"
"894","5510","23162","2012",0,"I"
"894","5510","23162","2011",0,"I"
"894","5510","23162","2010",0,"I"
"894","5610","23162","2013",15,""
"894","5610","23162","2012",0,""
"894","5610","23162","2011",87,""
"894","5610","23162","2010",10,""
"894","5910","23162","2013",4,""
"894","5910","23162","2012",5,""
"894","5910","23162","2011",0,"M"
"894","5910","23162","2010",0,"M"
"894","5141","23162","2013",11,"E"
"894","5141","23162","2012",0,"E"
"894","5141","23162","2011",87,"E"
"894","5141","23162","2010",10,"E"
"894","261","23162","2013",38.61,"T"
"894","261","23162","2012",0,"T"
"894","261","23162","2011",305.37,"T"
"894","261","23162","2010",35.1,"T"
"894","271","23162","2013",0.869,"T"
"894","271","23162","2012",0,"T"
"894","271","23162","2011",6.873,"T"
"894","271","23162","2010",0.79,"T"
"894","281","23162","2013",0.275,"T"
"894","281","23162","2012",0,"T"
"894","281","23162","2011",2.175,"T"
"894","281","23162","2010",0.25,"T"
"894","664","23162","2013",0.006943,"T"
"894","664","23162","2012",0,"T"
"894","664","23162","2011",0.058646,"T"
"894","664","23162","2010",0.006972,"T"
"894","674","23162","2013",0.000156,"T"
"894","674","23162","2012",0,"T"
"894","674","23162","2011",0.00132,"T"
"894","674","23162","2010",0.000157,"T"
"894","684","23162","2013",0.000049,"T"
"894","684","23162","2012",0,"T"
"894","684","23162","2011",0.000418,"T"
"894","684","23162","2010",0.00005,"T"
"894","5166","23162","2012",-5,"I"
"894","665","23162","2013",0.001978,"T"
"894","665","23162","2012",0,"T"
"894","665","23162","2011",0.016708,"T"
"894","665","23162","2010",0.001986,"T"
"894","5510","23161.01","2013",0,"I"
"894","5510","23161.01","2012",0,"I"
"894","5510","23161.01","2011",0,"I"
"894","5510","23161.01","2010",0,"I"
"894","5113","23161.02","2013",2103.984654,"E"
"894","5113","23161.02","2012",0,"E"
"894","5113","23161.02","2011",0,"E"
"894","5113","23161.02","2010",0,"E"
"894","5510","23161.02","2013",25352.53,"I"
"894","5510","23161.02","2012",24354.34,"I"
"894","5510","23161.02","2011",27487.37,"I"
"894","5510","23161.02","2010",28643.62,"I"
"894","5610","23161.02","2013",3650,""
"894","5610","23161.02","2012",2671,""
"894","5610","23161.02","2011",1259,""
"894","5610","23161.02","2010",4873,""
"894","5071","23161.02","2013",3996.110846,"E"
"894","5071","23161.02","2012",2103.984654,"E"
"894","5071","23161.02","2011",0,"E"
"894","5071","23161.02","2010",0,"E"
"894","5910","23161.02","2013",297,"E"
"894","5910","23161.02","2012",297,""
"894","5910","23161.02","2011",28,""
"894","5910","23161.02","2010",12,""
"894","5141","23161.02","2013",24709.419154,"I"
"894","5141","23161.02","2012",24624.355346,"E"
"894","5141","23161.02","2011",28718.37,"E"
"894","5141","23161.02","2010",33504.62,"E"
"894","261","23161.02","2013",86235.872847,"T"
"894","261","23161.02","2012",85939.000158,"T"
"894","261","23161.02","2011",100227.1113,"T"
"894","261","23161.02","2010",116931.1238,"T"
"894","271","23161.02","2013",1754.36876,"T"
"894","271","23161.02","2012",1748.32923,"T"
"894","271","23161.02","2011",2039.00427,"T"
"894","271","23161.02","2010",2378.82802,"T"
"894","281","23161.02","2013",222.384772,"T"
"894","281","23161.02","2012",221.619198,"T"
"894","281","23161.02","2011",258.46533,"T"
"894","281","23161.02","2010",301.54158,"T"
"894","664","23161.02","2013",15.507912,"T"
"894","664","23161.02","2012",15.968449,"T"
"894","664","23161.02","2011",19.248451,"T"
"894","664","23161.02","2010",23.227757,"T"
"894","674","23161.02","2013",0.31549,"T"
"894","674","23161.02","2012",0.32486,"T"
"894","674","23161.02","2011",0.391587,"T"
"894","674","23161.02","2010",0.472542,"T"
"894","684","23161.02","2013",0.039992,"T"
"894","684","23161.02","2012",0.041179,"T"
"894","684","23161.02","2011",0.049638,"T"
"894","684","23161.02","2010",0.0599,"T"
"894","665","23161.02","2013",4.443528,"T"
"894","665","23161.02","2012",4.575487,"T"
"894","665","23161.02","2011",5.515316,"T"
"894","665","23161.02","2010",6.655518,"T"
"894","5113","23161.03","2013",0,"E"
"894","5113","23161.03","2012",0,"E"
"894","5113","23161.03","2011",1629.019799,"E"
"894","5113","23161.03","2010",1541.97109,"E"
"894","5510","23161.03","2013",0,"I"
"894","5510","23161.03","2012",0,"I"
"894","5510","23161.03","2011",0,"I"
"894","5510","23161.03","2010",0,"I"
"894","5610","23161.03","2013",13871,""
"894","5610","23161.03","2012",14745,""
"894","5610","23161.03","2011",4908,""
"894","5610","23161.03","2010",6509,""
"894","5071","23161.03","2013",2754.6,"E"
"894","5071","23161.03","2012",0,"E"
"894","5071","23161.03","2011",-1629.019799,"E"
"894","5071","23161.03","2010",87.04871,"E"
"894","5910","23161.03","2013",98,""
"894","5910","23161.03","2012",240,""
"894","5910","23161.03","2011",3,""
"894","5910","23161.03","2010",18,""
"894","5520","23161.03","2013",1584.474941,"E"
"894","5520","23161.03","2012",1985.993211,"E"
"894","5520","23161.03","2011",448.377439,"E"
"894","5520","23161.03","2010",488.150261,"I"
"894","5023","23161.03","2013",399.830964,"E"
"894","5023","23161.03","2012",410.664739,"E"
"894","5023","23161.03","2011",131.81855,"E"
"894","5023","23161.03","2010",182.216048,"E"
"894","5141","23161.03","2013",9034.094095,"E"
"894","5141","23161.03","2012",12108.34205,"E"
"894","5141","23161.03","2011",5953.82381,"I"
"894","5141","23161.03","2010",5733.584981,"I"
"894","261","23161.03","2013",31438.647451,"T"
"894","261","23161.03","2012",42137.030334,"T"
"894","261","23161.03","2011",20719.306859,"T"
"894","261","23161.03","2010",19952.875734,"T"
"894","271","23161.03","2013",632.386587,"T"
"894","271","23161.03","2012",847.583944,"T"
"894","271","23161.03","2011",416.767667,"T"
"894","271","23161.03","2010",401.350949,"T"
"894","281","23161.03","2013",81.306847,"T"
"894","281","23161.03","2012",108.975078,"T"
"894","281","23161.03","2011",53.584414,"T"
"894","281","23161.03","2010",51.602265,"T"
"894","664","23161.03","2013",5.653654,"T"
"894","664","23161.03","2012",7.829542,"T"
"894","664","23161.03","2011",3.979109,"T"
"894","664","23161.03","2010",3.963535,"T"
"894","674","23161.03","2013",0.113723,"T"
"894","674","23161.03","2012",0.157491,"T"
"894","674","23161.03","2011",0.08004,"T"
"894","674","23161.03","2010",0.079726,"T"
"894","684","23161.03","2013",0.014622,"T"
"894","684","23161.03","2012",0.020249,"T"
"894","684","23161.03","2011",0.010291,"T"
"894","684","23161.03","2010",0.010251,"T"
"894","665","23161.03","2013",1.624613,"T"
"894","665","23161.03","2012",2.249868,"T"
"894","665","23161.03","2011",1.143422,"T"
"894","665","23161.03","2010",1.138947,"T"
"894","5510","39130.01","2013",39.98,"I"
"894","5510","39130.01","2012",41.07,"I"
"894","5510","39130.01","2011",13.18,"I"
"894","5510","39130.01","2010",18.22,"I"
"894","5520","39130.01","2013",39.98,"E"
"894","5520","39130.01","2012",41.07,"E"
"894","5520","39130.01","2011",13.18,"E"
"894","5520","39130.01","2010",18.22,"E"
"894","5510","23220.03","2013",339.86,"I"
"894","5510","23220.03","2012",349.07,"I"
"894","5510","23220.03","2011",112.05,"I"
"894","5510","23220.03","2010",154.88,"I"
"894","5610","23220.03","2013",58,""
"894","5610","23220.03","2012",36,""
"894","5610","23220.03","2011",18,""
"894","5610","23220.03","2010",8,""
"894","5910","23220.03","2013",0,""
"894","5910","23220.03","2012",0,"E"
"894","5910","23220.03","2011",0,"E"
"894","5910","23220.03","2010",0,"T"
"894","5165","23220.03","2013",397.86,"E"
"894","5165","23220.03","2012",385.07,"E"
"894","5165","23220.03","2011",130.05,"E"
"894","5165","23220.03","2010",162.88,"E"
"894","5510","39120.02","2013",3900.39,"I"
"894","5510","39120.02","2012",3746.82,"I"
"894","5510","39120.02","2011",4228.83,"I"
"894","5510","39120.02","2010",4406.71,"I"
"894","5610","39120.02","2013",0,"E"
"894","5610","39120.02","2012",0,"E"
"894","5610","39120.02","2011",0,"E"
"894","5610","39120.02","2010",0,"E"
"894","5910","39120.02","2013",0,"E"
"894","5910","39120.02","2012",0,"E"
"894","5910","39120.02","2011",0,"E"
"894","5910","39120.02","2010",0,"E"
"894","5520","39120.02","2013",3900.39,"E"
"894","5520","39120.02","2012",3746.82,"E"
"894","5520","39120.02","2011",4228.83,"E"
"894","5520","39120.02","2010",4406.71,"E"
"894","5510","21691.01","2013",0,"I"
"894","5510","21691.01","2012",0,"I"
"894","5510","21691.01","2011",0,"I"
"894","5510","21691.01","2010",0,"I"
"894","5510","21910.01","2013",0,"I"
"894","5510","21910.01","2012",0,"I"
"894","5510","21910.01","2011",0,"I"
"894","5510","21910.01","2010",0,"I"
"894","5510","23120.01","2013",0,"I"
"894","5510","23120.01","2012",0,"I"
"894","5510","23120.01","2011",0,"I"
"894","5510","23120.01","2010",0,"I"
"894","5610","23120.01","2013",0,"E"
"894","5610","23120.01","2012",0,"E"
"894","5610","23120.01","2011",0,"E"
"894","5610","23120.01","2010",0,"E"
"894","5910","23120.01","2013",0,"E"
"894","5910","23120.01","2012",0,"E"
"894","5910","23120.01","2011",0,"E"
"894","5910","23120.01","2010",0,"E"
"894","5141","23120.01","2013",0,"I"
"894","5141","23120.01","2012",0,"I"
"894","5141","23120.01","2011",0,"I"
"894","5141","23120.01","2010",0,"I"
"894","261","23120.01","2013",0,"T"
"894","261","23120.01","2012",0,"T"
"894","261","23120.01","2011",0,"T"
"894","261","23120.01","2010",0,"T"
"894","271","23120.01","2013",0,"T"
"894","271","23120.01","2012",0,"T"
"894","271","23120.01","2011",0,"T"
"894","271","23120.01","2010",0,"T"
"894","281","23120.01","2013",0,"T"
"894","281","23120.01","2012",0,"T"
"894","281","23120.01","2011",0,"T"
"894","281","23120.01","2010",0,"T"
"894","664","23120.01","2013",0,"T"
"894","664","23120.01","2012",0,"T"
"894","664","23120.01","2011",0,"T"
"894","664","23120.01","2010",0,"T"
"894","674","23120.01","2013",0,"T"
"894","674","23120.01","2012",0,"T"
"894","674","23120.01","2011",0,"T"
"894","674","23120.01","2010",0,"T"
"894","684","23120.01","2013",0,"T"
"894","684","23120.01","2012",0,"T"
"894","684","23120.01","2011",0,"T"
"894","684","23120.01","2010",0,"T"
"894","665","23120.01","2013",0,"T"
"894","665","23120.01","2012",0,"T"
"894","665","23120.01","2011",0,"T"
"894","665","23120.01","2010",0,"T"
"894","5113","24230.02","2013",0,"E"
"894","5113","24230.02","2012",0,"E"
"894","5113","24230.02","2011",0,"E"
"894","5113","24230.02","2010",0,"E"
"894","5510","24230.02","2013",0,"I"
"894","5510","24230.02","2012",0,"I"
"894","5510","24230.02","2011",0,"I"
"894","5510","24230.02","2010",0,"I"
"894","5113","23140.03","2013",0,"E"
"894","5113","23140.03","2012",72.261862,"E"
"894","5113","23140.03","2011",72.261862,"E"
"894","5113","23140.03","2010",330,"E"
"894","5510","23140.03","2013",0,"I"
"894","5510","23140.03","2012",0,"I"
"894","5510","23140.03","2011",0,"I"
"894","5510","23140.03","2010",0,"I"
"894","5610","23140.03","2013",4557,"T"
"894","5610","23140.03","2012",2295,""
"894","5610","23140.03","2011",1541,""
"894","5610","23140.03","2010",1258,""
"894","5071","23140.03","2013",302.4,"E"
"894","5071","23140.03","2012",-72.261862,"E"
"894","5071","23140.03","2011",0,"E"
"894","5071","23140.03","2010",-257.738138,"E"
"894","5910","23140.03","2013",3045,"T"
"894","5910","23140.03","2012",1783,""
"894","5910","23140.03","2011",1513,""
"894","5910","23140.03","2010",1093,""
"894","5141","23140.03","2013",1209.6,"E"
"894","5141","23140.03","2012",584.261862,"I"
"894","5141","23140.03","2011",28,"E"
"894","5141","23140.03","2010",422.738138,"E"
"894","261","23140.03","2013",4451.328,"T"
"894","261","23140.03","2012",2150.083652,"T"
"894","261","23140.03","2011",103.04,"T"
"894","261","23140.03","2010",1555.676348,"T"
"894","271","23140.03","2013",117.3312,"T"
"894","271","23140.03","2012",56.673401,"T"
"894","271","23140.03","2011",2.716,"T"
"894","271","23140.03","2010",41.005599,"T"
"894","281","23140.03","2013",30.24,"T"
"894","281","23140.03","2012",14.606547,"T"
"894","281","23140.03","2011",0.7,"T"
"894","281","23140.03","2010",10.568453,"T"
"894","664","23140.03","2013",0.800488,"T"
"894","664","23140.03","2012",0.39951,"T"
"894","664","23140.03","2011",0.019789,"T"
"894","664","23140.03","2010",0.309027,"T"
"894","674","23140.03","2013",0.0211,"T"
"894","674","23140.03","2012",0.010531,"T"
"894","674","23140.03","2011",0.000522,"T"
"894","674","23140.03","2010",0.008146,"T"
"894","684","23140.03","2013",0.005438,"T"
"894","684","23140.03","2012",0.002714,"T"
"894","684","23140.03","2011",0.000134,"T"
"894","684","23140.03","2010",0.002099,"T"
"894","665","23140.03","2013",0.217524,"T"
"894","665","23140.03","2012",0.108563,"T"
"894","665","23140.03","2011",0.005377,"T"
"894","665","23140.03","2010",0.083975,"T"
"894","5113","0115","2013",5500,"E"
"894","5113","0115","2012",9500,"E"
"894","5113","0115","2011",14500,"E"
